pseudoid,group,session,category,wordcode,language,stimulus,meaning,value,response,grade
19921108GBCC,SC,gorilla,7,gm1nu58,gujarati,tharvu,still,good,still,1
19921118GOFT,SC,gorilla,7,gm1nu58,gujarati,tharvu,still,good,moving,0
19930318ANMS,SC,gorilla,7,gm1nu58,gujarati,tharvu,still,good,still,1
19930322ATBA,SC,gorilla,7,gm1nu58,gujarati,tharvu,still,good,moving,0
19940921BRFL,SC,matlab,7,gm1nu58,gujarati,tharvu,still,good,moving,0
19960222ANGL,EB,gorilla,7,gm1nu58,gujarati,tharvu,still,good,moving,0
19961014GOPA,SC,gorilla,7,gm1nu58,gujarati,tharvu,still,good,moving,0
19640823GUBG,EB,matlab,7,if1nu86,indonesian,hening,still,good,still,1
19661130POST,SC,matlab,7,if1nu86,indonesian,hening,still,good,still,1
19670526ILPN,SC,matlab,7,if1nu86,indonesian,hening,still,good,moving,0
19670618TSNL,SC,gorilla,7,if1nu86,indonesian,hening,still,good,moving,0
19680710MDNC,EB,gorilla,7,if1nu86,indonesian,hening,still,good,still,1
19690929DADI,EB,gorilla,7,if1nu86,indonesian,hening,still,good,still,1
19720428VLML,EB,gorilla,7,if1nu86,indonesian,hening,still,good,still,1
19720829RNGA,EB,matlab,7,if1nu86,indonesian,hening,still,good,moving,0
19730317NDGA,SC,gorilla,7,if1nu86,indonesian,hening,still,good,still,1
19790108PTCC,EB,matlab,7,if1nu86,indonesian,hening,still,good,moving,0
19810605PTCN,EB,gorilla,7,if1nu86,indonesian,hening,still,good,still,1
19810729MRBR,SC,gorilla,7,if1nu86,indonesian,hening,still,good,still,1
19810809SLCS,SC,matlab,7,if1nu86,indonesian,hening,still,good,still,1
19811112MRLM,EB,matlab,7,if1nu86,indonesian,hening,still,good,moving,0
19820723CICS,EB,gorilla,7,if1nu86,indonesian,hening,still,good,moving,0
19830606MRZN,SC,matlab,7,if1nu86,indonesian,hening,still,good,moving,0
19850724IDCV,SC,gorilla,7,if1nu86,indonesian,hening,still,good,still,1
19851030GBGL,SC,matlab,7,if1nu86,indonesian,hening,still,good,still,1
19860126GOAR,EB,matlab,7,if1nu86,indonesian,hening,still,good,still,1
19861002MLCP,EB,gorilla,7,if1nu86,indonesian,hening,still,good,still,1
19861221LIMZ,SC,gorilla,7,if1nu86,indonesian,hening,still,good,still,1
19870129LCMR,EB,matlab,7,if1nu86,indonesian,hening,still,good,still,1
19870513RNGA,EB,matlab,7,if1nu86,indonesian,hening,still,good,moving,0
19880218PTFR,SC,gorilla,7,if1nu86,indonesian,hening,still,good,still,1
19880701PTCR,SC,gorilla,7,if1nu86,indonesian,hening,still,good,moving,0
19890126ARPS,EB,matlab,7,if1nu86,indonesian,hening,still,good,still,1
19890321POCC,EB,gorilla,7,if1nu86,indonesian,hening,still,good,still,1
19890429RSPO,EB,matlab,7,if1nu86,indonesian,hening,still,good,still,1
19890517AGRG,EB,gorilla,7,if1nu86,indonesian,hening,still,good,moving,0
19891130ARMR,SC,matlab,7,if1nu86,indonesian,hening,still,good,still,1
19891214ATBS,EB,gorilla,7,if1nu86,indonesian,hening,still,good,moving,0
19900126MRTV,SC,matlab,7,if1nu86,indonesian,hening,still,good,still,1
19900609ANDL,EB,matlab,7,if1nu86,indonesian,hening,still,good,still,1
19901209MRLC,SC,matlab,7,if1nu86,indonesian,hening,still,good,still,1
19910714AGLO,EB,matlab,7,if1nu86,indonesian,hening,still,good,moving,0
19910811ARBL,SC,gorilla,7,if1nu86,indonesian,hening,still,good,still,1
19911015RTFA,EB,gorilla,7,if1nu86,indonesian,hening,still,good,still,1
19920128SMBT,EB,gorilla,7,if1nu86,indonesian,hening,still,good,moving,0
19920717LOMN,SC,matlab,7,if1nu86,indonesian,hening,still,good,still,1
19921108GBCC,SC,gorilla,7,if1nu86,indonesian,hening,still,good,moving,0
19921118GOFT,SC,gorilla,7,if1nu86,indonesian,hening,still,good,moving,0
19930318ANMS,SC,gorilla,7,if1nu86,indonesian,hening,still,good,moving,0
19930322ATBA,SC,gorilla,7,if1nu86,indonesian,hening,still,good,moving,0
19940921BRFL,SC,matlab,7,if1nu86,indonesian,hening,still,good,still,1
19960222ANGL,EB,gorilla,7,if1nu86,indonesian,hening,still,good,still,1
19961014GOPA,SC,gorilla,7,if1nu86,indonesian,hening,still,good,moving,0
19640823GUBG,EB,matlab,7,if1nu87,indonesian,tenang,still,good,still,1
19661130POST,SC,matlab,7,if1nu87,indonesian,tenang,still,good,still,1
19670526ILPN,SC,matlab,7,if1nu87,indonesian,tenang,still,good,moving,0
19670618TSNL,SC,gorilla,7,if1nu87,indonesian,tenang,still,good,still,1
19680710MDNC,EB,gorilla,7,if1nu87,indonesian,tenang,still,good,still,1
19690929DADI,EB,gorilla,7,if1nu87,indonesian,tenang,still,good,moving,0
19720428VLML,EB,gorilla,7,if1nu87,indonesian,tenang,still,good,moving,0
19720829RNGA,EB,matlab,7,if1nu87,indonesian,tenang,still,good,still,1
19730317NDGA,SC,gorilla,7,if1nu87,indonesian,tenang,still,good,still,1
19790108PTCC,EB,matlab,7,if1nu87,indonesian,tenang,still,good,moving,0
19810605PTCN,EB,gorilla,7,if1nu87,indonesian,tenang,still,good,still,1
19810729MRBR,SC,gorilla,7,if1nu87,indonesian,tenang,still,good,moving,0
19810809SLCS,SC,matlab,7,if1nu87,indonesian,tenang,still,good,still,1
19811112MRLM,EB,matlab,7,if1nu87,indonesian,tenang,still,good,still,1
19820723CICS,EB,gorilla,7,if1nu87,indonesian,tenang,still,good,moving,0
19830606MRZN,SC,matlab,7,if1nu87,indonesian,tenang,still,good,moving,0
19850724IDCV,SC,gorilla,7,if1nu87,indonesian,tenang,still,good,moving,0
19851030GBGL,SC,matlab,7,if1nu87,indonesian,tenang,still,good,still,1
19860126GOAR,EB,matlab,7,if1nu87,indonesian,tenang,still,good,still,1
19861002MLCP,EB,gorilla,7,if1nu87,indonesian,tenang,still,good,still,1
19861221LIMZ,SC,gorilla,7,if1nu87,indonesian,tenang,still,good,moving,0
19870129LCMR,EB,matlab,7,if1nu87,indonesian,tenang,still,good,still,1
19870513RNGA,EB,matlab,7,if1nu87,indonesian,tenang,still,good,moving,0
19880218PTFR,SC,gorilla,7,if1nu87,indonesian,tenang,still,good,still,1
19880701PTCR,SC,gorilla,7,if1nu87,indonesian,tenang,still,good,still,1
19890126ARPS,EB,matlab,7,if1nu87,indonesian,tenang,still,good,still,1
19890321POCC,EB,gorilla,7,if1nu87,indonesian,tenang,still,good,still,1
19890429RSPO,EB,matlab,7,if1nu87,indonesian,tenang,still,good,still,1
19890517AGRG,EB,gorilla,7,if1nu87,indonesian,tenang,still,good,still,1
19891130ARMR,SC,matlab,7,if1nu87,indonesian,tenang,still,good,moving,0
19891214ATBS,EB,gorilla,7,if1nu87,indonesian,tenang,still,good,moving,0
19900126MRTV,SC,matlab,7,if1nu87,indonesian,tenang,still,good,moving,0
19900609ANDL,EB,matlab,7,if1nu87,indonesian,tenang,still,good,still,1
19901209MRLC,SC,matlab,7,if1nu87,indonesian,tenang,still,good,still,1
19910714AGLO,EB,matlab,7,if1nu87,indonesian,tenang,still,good,moving,0
19910811ARBL,SC,gorilla,7,if1nu87,indonesian,tenang,still,good,still,1
19911015RTFA,EB,gorilla,7,if1nu87,indonesian,tenang,still,good,moving,0
19920128SMBT,EB,gorilla,7,if1nu87,indonesian,tenang,still,good,still,1
19920717LOMN,SC,matlab,7,if1nu87,indonesian,tenang,still,good,still,1
19921108GBCC,SC,gorilla,7,if1nu87,indonesian,tenang,still,good,moving,0
19921118GOFT,SC,gorilla,7,if1nu87,indonesian,tenang,still,good,still,1
19930318ANMS,SC,gorilla,7,if1nu87,indonesian,tenang,still,good,still,1
19930322ATBA,SC,gorilla,7,if1nu87,indonesian,tenang,still,good,still,1
19940921BRFL,SC,matlab,7,if1nu87,indonesian,tenang,still,good,moving,0
19960222ANGL,EB,gorilla,7,if1nu87,indonesian,tenang,still,good,still,1
19961014GOPA,SC,gorilla,7,if1nu87,indonesian,tenang,still,good,still,1
19640823GUBG,EB,matlab,7,if1nu88,indonesian,beku,still,good,still,1
19661130POST,SC,matlab,7,if1nu88,indonesian,beku,still,good,still,1
19670526ILPN,SC,matlab,7,if1nu88,indonesian,beku,still,good,moving,0
19670618TSNL,SC,gorilla,7,if1nu88,indonesian,beku,still,good,still,1
19680710MDNC,EB,gorilla,7,if1nu88,indonesian,beku,still,good,moving,0
19690929DADI,EB,gorilla,7,if1nu88,indonesian,beku,still,good,moving,0
19720428VLML,EB,gorilla,7,if1nu88,indonesian,beku,still,good,still,1
19720829RNGA,EB,matlab,7,if1nu88,indonesian,beku,still,good,still,1
19730317NDGA,SC,gorilla,7,if1nu88,indonesian,beku,still,good,moving,0
19790108PTCC,EB,matlab,7,if1nu88,indonesian,beku,still,good,still,1
19810605PTCN,EB,gorilla,7,if1nu88,indonesian,beku,still,good,still,1
19810729MRBR,SC,gorilla,7,if1nu88,indonesian,beku,still,good,still,1
19810809SLCS,SC,matlab,7,if1nu88,indonesian,beku,still,good,still,1
19811112MRLM,EB,matlab,7,if1nu88,indonesian,beku,still,good,moving,0
19820723CICS,EB,gorilla,7,if1nu88,indonesian,beku,still,good,moving,0
19830606MRZN,SC,matlab,7,if1nu88,indonesian,beku,still,good,moving,0
19850724IDCV,SC,gorilla,7,if1nu88,indonesian,beku,still,good,moving,0
19851030GBGL,SC,matlab,7,if1nu88,indonesian,beku,still,good,still,1
19860126GOAR,EB,matlab,7,if1nu88,indonesian,beku,still,good,moving,0
19861002MLCP,EB,gorilla,7,if1nu88,indonesian,beku,still,good,still,1
19861221LIMZ,SC,gorilla,7,if1nu88,indonesian,beku,still,good,moving,0
19870129LCMR,EB,matlab,7,if1nu88,indonesian,beku,still,good,still,1
19870513RNGA,EB,matlab,7,if1nu88,indonesian,beku,still,good,still,1
19880218PTFR,SC,gorilla,7,if1nu88,indonesian,beku,still,good,still,1
19880701PTCR,SC,gorilla,7,if1nu88,indonesian,beku,still,good,still,1
19890126ARPS,EB,matlab,7,if1nu88,indonesian,beku,still,good,moving,0
19890321POCC,EB,gorilla,7,if1nu88,indonesian,beku,still,good,still,1
19890429RSPO,EB,matlab,7,if1nu88,indonesian,beku,still,good,moving,0
19890517AGRG,EB,gorilla,7,if1nu88,indonesian,beku,still,good,still,1
19891130ARMR,SC,matlab,7,if1nu88,indonesian,beku,still,good,still,1
19891214ATBS,EB,gorilla,7,if1nu88,indonesian,beku,still,good,still,1
19900126MRTV,SC,matlab,7,if1nu88,indonesian,beku,still,good,still,1
19900609ANDL,EB,matlab,7,if1nu88,indonesian,beku,still,good,moving,0
19901209MRLC,SC,matlab,7,if1nu88,indonesian,beku,still,good,still,1
19910714AGLO,EB,matlab,7,if1nu88,indonesian,beku,still,good,still,1
19910811ARBL,SC,gorilla,7,if1nu88,indonesian,beku,still,good,moving,0
19911015RTFA,EB,gorilla,7,if1nu88,indonesian,beku,still,good,still,1
19920128SMBT,EB,gorilla,7,if1nu88,indonesian,beku,still,good,still,1
19920717LOMN,SC,matlab,7,if1nu88,indonesian,beku,still,good,still,1
19921108GBCC,SC,gorilla,7,if1nu88,indonesian,beku,still,good,moving,0
19921118GOFT,SC,gorilla,7,if1nu88,indonesian,beku,still,good,still,1
19930318ANMS,SC,gorilla,7,if1nu88,indonesian,beku,still,good,still,1
19930322ATBA,SC,gorilla,7,if1nu88,indonesian,beku,still,good,still,1
19940921BRFL,SC,matlab,7,if1nu88,indonesian,beku,still,good,still,1
19960222ANGL,EB,gorilla,7,if1nu88,indonesian,beku,still,good,moving,0
19961014GOPA,SC,gorilla,7,if1nu88,indonesian,beku,still,good,still,1
19640823GUBG,EB,matlab,7,if1nu97,indonesian,berjalan,moving,good,moving,1
19661130POST,SC,matlab,7,if1nu97,indonesian,berjalan,moving,good,still,0
19670526ILPN,SC,matlab,7,if1nu97,indonesian,berjalan,moving,good,still,0
19670618TSNL,SC,gorilla,7,if1nu97,indonesian,berjalan,moving,good,moving,1
19680710MDNC,EB,gorilla,7,if1nu97,indonesian,berjalan,moving,good,moving,1
19690929DADI,EB,gorilla,7,if1nu97,indonesian,berjalan,moving,good,moving,1
19720428VLML,EB,gorilla,7,if1nu97,indonesian,berjalan,moving,good,moving,1
19720829RNGA,EB,matlab,7,if1nu97,indonesian,berjalan,moving,good,still,0
19730317NDGA,SC,gorilla,7,if1nu97,indonesian,berjalan,moving,good,still,0
19790108PTCC,EB,matlab,7,if1nu97,indonesian,berjalan,moving,good,moving,1
19810605PTCN,EB,gorilla,7,if1nu97,indonesian,berjalan,moving,good,still,0
19810729MRBR,SC,gorilla,7,if1nu97,indonesian,berjalan,moving,good,still,0
19810809SLCS,SC,matlab,7,if1nu97,indonesian,berjalan,moving,good,moving,1
19811112MRLM,EB,matlab,7,if1nu97,indonesian,berjalan,moving,good,still,0
19820723CICS,EB,gorilla,7,if1nu97,indonesian,berjalan,moving,good,still,0
19830606MRZN,SC,matlab,7,if1nu97,indonesian,berjalan,moving,good,still,0
19850724IDCV,SC,gorilla,7,if1nu97,indonesian,berjalan,moving,good,still,0
19851030GBGL,SC,matlab,7,if1nu97,indonesian,berjalan,moving,good,moving,1
19860126GOAR,EB,matlab,7,if1nu97,indonesian,berjalan,moving,good,still,0
19861002MLCP,EB,gorilla,7,if1nu97,indonesian,berjalan,moving,good,moving,1
19861221LIMZ,SC,gorilla,7,if1nu97,indonesian,berjalan,moving,good,moving,1
19870129LCMR,EB,matlab,7,if1nu97,indonesian,berjalan,moving,good,moving,1
19870513RNGA,EB,matlab,7,if1nu97,indonesian,berjalan,moving,good,still,0
19880218PTFR,SC,gorilla,7,if1nu97,indonesian,berjalan,moving,good,moving,1
19880701PTCR,SC,gorilla,7,if1nu97,indonesian,berjalan,moving,good,moving,1
19890126ARPS,EB,matlab,7,if1nu97,indonesian,berjalan,moving,good,moving,1
19890321POCC,EB,gorilla,7,if1nu97,indonesian,berjalan,moving,good,still,0
19890429RSPO,EB,matlab,7,if1nu97,indonesian,berjalan,moving,good,moving,1
19890517AGRG,EB,gorilla,7,if1nu97,indonesian,berjalan,moving,good,still,0
19891130ARMR,SC,matlab,7,if1nu97,indonesian,berjalan,moving,good,still,0
19891214ATBS,EB,gorilla,7,if1nu97,indonesian,berjalan,moving,good,still,0
19900126MRTV,SC,matlab,7,if1nu97,indonesian,berjalan,moving,good,moving,1
19900609ANDL,EB,matlab,7,if1nu97,indonesian,berjalan,moving,good,still,0
19901209MRLC,SC,matlab,7,if1nu97,indonesian,berjalan,moving,good,still,0
19910714AGLO,EB,matlab,7,if1nu97,indonesian,berjalan,moving,good,still,0
19910811ARBL,SC,gorilla,7,if1nu97,indonesian,berjalan,moving,good,still,0
19911015RTFA,EB,gorilla,7,if1nu97,indonesian,berjalan,moving,good,moving,1
19920128SMBT,EB,gorilla,7,if1nu97,indonesian,berjalan,moving,good,moving,1
19920717LOMN,SC,matlab,7,if1nu97,indonesian,berjalan,moving,good,moving,1
19921108GBCC,SC,gorilla,7,if1nu97,indonesian,berjalan,moving,good,still,0
19921118GOFT,SC,gorilla,7,if1nu97,indonesian,berjalan,moving,good,moving,1
19930318ANMS,SC,gorilla,7,if1nu97,indonesian,berjalan,moving,good,moving,1
19930322ATBA,SC,gorilla,7,if1nu97,indonesian,berjalan,moving,good,moving,1
19940921BRFL,SC,matlab,7,if1nu97,indonesian,berjalan,moving,good,moving,1
19960222ANGL,EB,gorilla,7,if1nu97,indonesian,berjalan,moving,good,still,0
19961014GOPA,SC,gorilla,7,if1nu97,indonesian,berjalan,moving,good,moving,1
19640823GUBG,EB,matlab,7,if1nu98,indonesian,tergesa-gesa,moving,good,moving,1
19661130POST,SC,matlab,7,if1nu98,indonesian,tergesa-gesa,moving,good,still,0
19670526ILPN,SC,matlab,7,if1nu98,indonesian,tergesa-gesa,moving,good,still,0
19670618TSNL,SC,gorilla,7,if1nu98,indonesian,tergesa-gesa,moving,good,moving,1
19680710MDNC,EB,gorilla,7,if1nu98,indonesian,tergesa-gesa,moving,good,still,0
19690929DADI,EB,gorilla,7,if1nu98,indonesian,tergesa-gesa,moving,good,moving,1
19720428VLML,EB,gorilla,7,if1nu98,indonesian,tergesa-gesa,moving,good,moving,1
19720829RNGA,EB,matlab,7,if1nu98,indonesian,tergesa-gesa,moving,good,moving,1
19730317NDGA,SC,gorilla,7,if1nu98,indonesian,tergesa-gesa,moving,good,moving,1
19790108PTCC,EB,matlab,7,if1nu98,indonesian,tergesa-gesa,moving,good,moving,1
19810605PTCN,EB,gorilla,7,if1nu98,indonesian,tergesa-gesa,moving,good,moving,1
19810729MRBR,SC,gorilla,7,if1nu98,indonesian,tergesa-gesa,moving,good,still,0
19810809SLCS,SC,matlab,7,if1nu98,indonesian,tergesa-gesa,moving,good,moving,1
19811112MRLM,EB,matlab,7,if1nu98,indonesian,tergesa-gesa,moving,good,moving,1
19820723CICS,EB,gorilla,7,if1nu98,indonesian,tergesa-gesa,moving,good,moving,1
19830606MRZN,SC,matlab,7,if1nu98,indonesian,tergesa-gesa,moving,good,still,0
19850724IDCV,SC,gorilla,7,if1nu98,indonesian,tergesa-gesa,moving,good,moving,1
19851030GBGL,SC,matlab,7,if1nu98,indonesian,tergesa-gesa,moving,good,still,0
19860126GOAR,EB,matlab,7,if1nu98,indonesian,tergesa-gesa,moving,good,moving,1
19861002MLCP,EB,gorilla,7,if1nu98,indonesian,tergesa-gesa,moving,good,moving,1
19861221LIMZ,SC,gorilla,7,if1nu98,indonesian,tergesa-gesa,moving,good,moving,1
19870129LCMR,EB,matlab,7,if1nu98,indonesian,tergesa-gesa,moving,good,still,0
19870513RNGA,EB,matlab,7,if1nu98,indonesian,tergesa-gesa,moving,good,moving,1
19880218PTFR,SC,gorilla,7,if1nu98,indonesian,tergesa-gesa,moving,good,moving,1
19880701PTCR,SC,gorilla,7,if1nu98,indonesian,tergesa-gesa,moving,good,moving,1
19890126ARPS,EB,matlab,7,if1nu98,indonesian,tergesa-gesa,moving,good,moving,1
19890321POCC,EB,gorilla,7,if1nu98,indonesian,tergesa-gesa,moving,good,moving,1
19890429RSPO,EB,matlab,7,if1nu98,indonesian,tergesa-gesa,moving,good,moving,1
19890517AGRG,EB,gorilla,7,if1nu98,indonesian,tergesa-gesa,moving,good,still,0
19891130ARMR,SC,matlab,7,if1nu98,indonesian,tergesa-gesa,moving,good,moving,1
19891214ATBS,EB,gorilla,7,if1nu98,indonesian,tergesa-gesa,moving,good,moving,1
19900126MRTV,SC,matlab,7,if1nu98,indonesian,tergesa-gesa,moving,good,moving,1
19900609ANDL,EB,matlab,7,if1nu98,indonesian,tergesa-gesa,moving,good,still,0
19901209MRLC,SC,matlab,7,if1nu98,indonesian,tergesa-gesa,moving,good,moving,1
19910714AGLO,EB,matlab,7,if1nu98,indonesian,tergesa-gesa,moving,good,still,0
19910811ARBL,SC,gorilla,7,if1nu98,indonesian,tergesa-gesa,moving,good,moving,1
19911015RTFA,EB,gorilla,7,if1nu98,indonesian,tergesa-gesa,moving,good,moving,1
19920128SMBT,EB,gorilla,7,if1nu98,indonesian,tergesa-gesa,moving,good,moving,1
19920717LOMN,SC,matlab,7,if1nu98,indonesian,tergesa-gesa,moving,good,moving,1
19921108GBCC,SC,gorilla,7,if1nu98,indonesian,tergesa-gesa,moving,good,moving,1
19921118GOFT,SC,gorilla,7,if1nu98,indonesian,tergesa-gesa,moving,good,moving,1
19930318ANMS,SC,gorilla,7,if1nu98,indonesian,tergesa-gesa,moving,good,moving,1
19930322ATBA,SC,gorilla,7,if1nu98,indonesian,tergesa-gesa,moving,good,moving,1
19940921BRFL,SC,matlab,7,if1nu98,indonesian,tergesa-gesa,moving,good,moving,1
19960222ANGL,EB,gorilla,7,if1nu98,indonesian,tergesa-gesa,moving,good,moving,1
19961014GOPA,SC,gorilla,7,if1nu98,indonesian,tergesa-gesa,moving,good,moving,1
19640823GUBG,EB,matlab,7,if1nu99,indonesian,bergesas-gesas,moving,good,moving,1
19661130POST,SC,matlab,7,if1nu99,indonesian,bergesas-gesas,moving,good,moving,1
19670526ILPN,SC,matlab,7,if1nu99,indonesian,bergesas-gesas,moving,good,still,0
19670618TSNL,SC,gorilla,7,if1nu99,indonesian,bergesas-gesas,moving,good,moving,1
19680710MDNC,EB,gorilla,7,if1nu99,indonesian,bergesas-gesas,moving,good,moving,1
19690929DADI,EB,gorilla,7,if1nu99,indonesian,bergesas-gesas,moving,good,moving,1
19720428VLML,EB,gorilla,7,if1nu99,indonesian,bergesas-gesas,moving,good,moving,1
19720829RNGA,EB,matlab,7,if1nu99,indonesian,bergesas-gesas,moving,good,moving,1
19730317NDGA,SC,gorilla,7,if1nu99,indonesian,bergesas-gesas,moving,good,moving,1
19790108PTCC,EB,matlab,7,if1nu99,indonesian,bergesas-gesas,moving,good,moving,1
19810605PTCN,EB,gorilla,7,if1nu99,indonesian,bergesas-gesas,moving,good,moving,1
19810729MRBR,SC,gorilla,7,if1nu99,indonesian,bergesas-gesas,moving,good,moving,1
19810809SLCS,SC,matlab,7,if1nu99,indonesian,bergesas-gesas,moving,good,moving,1
19811112MRLM,EB,matlab,7,if1nu99,indonesian,bergesas-gesas,moving,good,still,0
19820723CICS,EB,gorilla,7,if1nu99,indonesian,bergesas-gesas,moving,good,moving,1
19830606MRZN,SC,matlab,7,if1nu99,indonesian,bergesas-gesas,moving,good,still,0
19850724IDCV,SC,gorilla,7,if1nu99,indonesian,bergesas-gesas,moving,good,moving,1
19851030GBGL,SC,matlab,7,if1nu99,indonesian,bergesas-gesas,moving,good,moving,1
19860126GOAR,EB,matlab,7,if1nu99,indonesian,bergesas-gesas,moving,good,moving,1
19861002MLCP,EB,gorilla,7,if1nu99,indonesian,bergesas-gesas,moving,good,still,0
19861221LIMZ,SC,gorilla,7,if1nu99,indonesian,bergesas-gesas,moving,good,moving,1
19870129LCMR,EB,matlab,7,if1nu99,indonesian,bergesas-gesas,moving,good,still,0
19870513RNGA,EB,matlab,7,if1nu99,indonesian,bergesas-gesas,moving,good,moving,1
19880218PTFR,SC,gorilla,7,if1nu99,indonesian,bergesas-gesas,moving,good,moving,1
19880701PTCR,SC,gorilla,7,if1nu99,indonesian,bergesas-gesas,moving,good,moving,1
19890126ARPS,EB,matlab,7,if1nu99,indonesian,bergesas-gesas,moving,good,moving,1
19890321POCC,EB,gorilla,7,if1nu99,indonesian,bergesas-gesas,moving,good,still,0
19890429RSPO,EB,matlab,7,if1nu99,indonesian,bergesas-gesas,moving,good,moving,1
19890517AGRG,EB,gorilla,7,if1nu99,indonesian,bergesas-gesas,moving,good,moving,1
19891130ARMR,SC,matlab,7,if1nu99,indonesian,bergesas-gesas,moving,good,moving,1
19891214ATBS,EB,gorilla,7,if1nu99,indonesian,bergesas-gesas,moving,good,moving,1
19900126MRTV,SC,matlab,7,if1nu99,indonesian,bergesas-gesas,moving,good,moving,1
19900609ANDL,EB,matlab,7,if1nu99,indonesian,bergesas-gesas,moving,good,moving,1
19901209MRLC,SC,matlab,7,if1nu99,indonesian,bergesas-gesas,moving,good,moving,1
19910714AGLO,EB,matlab,7,if1nu99,indonesian,bergesas-gesas,moving,good,moving,1
19910811ARBL,SC,gorilla,7,if1nu99,indonesian,bergesas-gesas,moving,good,moving,1
19911015RTFA,EB,gorilla,7,if1nu99,indonesian,bergesas-gesas,moving,good,moving,1
19920128SMBT,EB,gorilla,7,if1nu99,indonesian,bergesas-gesas,moving,good,moving,1
19920717LOMN,SC,matlab,7,if1nu99,indonesian,bergesas-gesas,moving,good,moving,1
19921108GBCC,SC,gorilla,7,if1nu99,indonesian,bergesas-gesas,moving,good,moving,1
19921118GOFT,SC,gorilla,7,if1nu99,indonesian,bergesas-gesas,moving,good,still,0
19930318ANMS,SC,gorilla,7,if1nu99,indonesian,bergesas-gesas,moving,good,still,0
19930322ATBA,SC,gorilla,7,if1nu99,indonesian,bergesas-gesas,moving,good,still,0
19940921BRFL,SC,matlab,7,if1nu99,indonesian,bergesas-gesas,moving,good,moving,1
19960222ANGL,EB,gorilla,7,if1nu99,indonesian,bergesas-gesas,moving,good,moving,1
19961014GOPA,SC,gorilla,7,if1nu99,indonesian,bergesas-gesas,moving,good,moving,1
19640823GUBG,EB,matlab,7,kf1nu169,korean,i dong ha da,moving,good,moving,1
19661130POST,SC,matlab,7,kf1nu169,korean,i dong ha da,moving,good,still,0
19670526ILPN,SC,matlab,7,kf1nu169,korean,i dong ha da,moving,good,still,0
19670618TSNL,SC,gorilla,7,kf1nu169,korean,i dong ha da,moving,good,moving,1
19680710MDNC,EB,gorilla,7,kf1nu169,korean,i dong ha da,moving,good,still,0
19690929DADI,EB,gorilla,7,kf1nu169,korean,i dong ha da,moving,good,moving,1
19720428VLML,EB,gorilla,7,kf1nu169,korean,i dong ha da,moving,good,still,0
19720829RNGA,EB,matlab,7,kf1nu169,korean,i dong ha da,moving,good,moving,1
19730317NDGA,SC,gorilla,7,kf1nu169,korean,i dong ha da,moving,good,moving,1
19790108PTCC,EB,matlab,7,kf1nu169,korean,i dong ha da,moving,good,moving,1
19810605PTCN,EB,gorilla,7,kf1nu169,korean,i dong ha da,moving,good,moving,1
19810729MRBR,SC,gorilla,7,kf1nu169,korean,i dong ha da,moving,good,moving,1
19810809SLCS,SC,matlab,7,kf1nu169,korean,i dong ha da,moving,good,still,0
19811112MRLM,EB,matlab,7,kf1nu169,korean,i dong ha da,moving,good,moving,1
19820723CICS,EB,gorilla,7,kf1nu169,korean,i dong ha da,moving,good,moving,1
19830606MRZN,SC,matlab,7,kf1nu169,korean,i dong ha da,moving,good,still,0
19850724IDCV,SC,gorilla,7,kf1nu169,korean,i dong ha da,moving,good,moving,1
19851030GBGL,SC,matlab,7,kf1nu169,korean,i dong ha da,moving,good,moving,1
19860126GOAR,EB,matlab,7,kf1nu169,korean,i dong ha da,moving,good,still,0
19861002MLCP,EB,gorilla,7,kf1nu169,korean,i dong ha da,moving,good,moving,1
19861221LIMZ,SC,gorilla,7,kf1nu169,korean,i dong ha da,moving,good,moving,1
19870129LCMR,EB,matlab,7,kf1nu169,korean,i dong ha da,moving,good,still,0
19870513RNGA,EB,matlab,7,kf1nu169,korean,i dong ha da,moving,good,still,0
19880218PTFR,SC,gorilla,7,kf1nu169,korean,i dong ha da,moving,good,moving,1
19880701PTCR,SC,gorilla,7,kf1nu169,korean,i dong ha da,moving,good,still,0
19890126ARPS,EB,matlab,7,kf1nu169,korean,i dong ha da,moving,good,moving,1
19890321POCC,EB,gorilla,7,kf1nu169,korean,i dong ha da,moving,good,moving,1
19890429RSPO,EB,matlab,7,kf1nu169,korean,i dong ha da,moving,good,moving,1
19890517AGRG,EB,gorilla,7,kf1nu169,korean,i dong ha da,moving,good,moving,1
19891130ARMR,SC,matlab,7,kf1nu169,korean,i dong ha da,moving,good,moving,1
19891214ATBS,EB,gorilla,7,kf1nu169,korean,i dong ha da,moving,good,moving,1
19900126MRTV,SC,matlab,7,kf1nu169,korean,i dong ha da,moving,good,moving,1
19900609ANDL,EB,matlab,7,kf1nu169,korean,i dong ha da,moving,good,still,0
19901209MRLC,SC,matlab,7,kf1nu169,korean,i dong ha da,moving,good,still,0
19910714AGLO,EB,matlab,7,kf1nu169,korean,i dong ha da,moving,good,moving,1
19910811ARBL,SC,gorilla,7,kf1nu169,korean,i dong ha da,moving,good,moving,1
19911015RTFA,EB,gorilla,7,kf1nu169,korean,i dong ha da,moving,good,moving,1
19920128SMBT,EB,gorilla,7,kf1nu169,korean,i dong ha da,moving,good,still,0
19920717LOMN,SC,matlab,7,kf1nu169,korean,i dong ha da,moving,good,moving,1
19921108GBCC,SC,gorilla,7,kf1nu169,korean,i dong ha da,moving,good,still,0
